dithiyara	1	0	0
aprasann	0	1	0
andhakarmay	0	1	0
apkaji	0	1	0
avikriya	1	0	0
alanghaniya	1	0	0
kalush	0	1	0
patth	0	1	0
pola	0	1	0
nokila	0	1	0
tarkagamya	0	1	0
aghrin	0.0204081633	0.9795918367	0
pasand_ka	1	0	0
labhrahit	0	1	0
apushpit	0	1	0
trapit	0	1	0
mulyavan	0.8571428571	0.1428571429	0
avghati	0	1	0
vediya	1	0	0
ayakshm	1	0	0
kamkazi	1	0	0
ansahan	0	1	0
sarvang	1	0	0
sukshm	0	1	0
ansahat	0	1	0
gaddar	0	1	0
anbhipret	0	1	0
mansahin	0	1	0
kulkshan	0	1	0
kupathya	0	1	0
akriti	0	1	0
sashank	0	1	0
kulkshan	0	1	0
sagarbhya	1	0	0
preshit	1	0	0
pujya	1	0	0
ann	0	1	0
galat	0	1	0
anya	0	1	0
sirph	0	1	0
china	0	1	0
kaddi	0	1	0
duahsah	0	1	0
pitrya	1	0	0
avicharya	0.1	0.9	0
durgrahi	0	1	0
achintit	0.4	0.6	0
ashrupurn	0	1	0
tatka	0.6666666667	0.3333333333	0
andhera	0	1	0
alishan	1	0	0
manpasand	1	0	0
aklant	0	1	0
namjad	1	0	0
taridar	1	0	0
abhyahat	0	1	0
jeth	1	0	0
utang	1	0	0
parni	1	0	0
bekhauph	0.8333333333	0.1666666667	0
shaktivardhak	1	0	0
dayalu	0.6666666667	0.3333333333	0
arugn	1	0	0
anbiddh	1	0	0
arthi	0.0277777778	0.9722222222	0
dayan	0	1	0
sushrut	1	0	0
abhinandit	1	0	0
nasharhit	1	0	0
aghosh	0	1	0
avishay	0	1	0
avropit	0	1	0
paplokya	0	1	0
narkiya	0	1	0
atikramnakari	1	0	0
mahmud	1	0	0
chalpurn	0	1	0
besura	0	1	0
timma	1	0	0
ajanmagat	0	1	0
purvakalik	0	1	0
ravrahit	0	1	0
sachcharitra	1	0	0
ichchachari	1	0	0
achintya	1	0	0
jahin	1	0	0
jyotit	1	0	0
tunuk-mijaj	0	1	0
pakda_hua	1	0	0
alipibaddh	0	1	0
khurdara	0	1	0
tapt	0	1	0
papshunya	1	0	0
gotit	0	1	0
marmagya	0	1	0
apkarmi	0	1	0
alay-balay	0	1	0
atmarhit	0	1	0
karunahin	0.0263157895	0.9736842105	0
kapinyjal	1	0	0
mehnatkash	1	0	0
takrari	0	1	0
gunvan	1	0	0
behtarin	0.9090909091	0.0909090909	0
arhit	1	0	0
akarat	0	1	0
priya	1	0	0
saghosh	1	0	0
dhurtatapurn	0	1	0
anbhishth	0	1	0
anashrami	0	1	0
ghinauna	0	1	0
ichchapurn	0.1666666667	0.8333333333	0
prakrit	1	0	0
akut	0.9285714286	0.0714285714	0
manohari	1	0	0
madmast	0	1	0
phit	1	0	0
vyavharik	1	0	0
bekhtak	1	0	0
aibi	0	1	0
ishvari	1	0	0
marak	0	1	0
vafadar	1	0	0
sakam	0.1333333333	0.8666666667	0
irshyahin	1	0	0
nirudak	1	0	0
ojasvi	1	0	0
abhigrihit	1	0	0
vrihat	1	0	0
upasniya	1	0	0
nangga	0.3333333333	0.6666666667	0
apharniya	0.1111111111	0.8888888889	0
anivarti	1	0	0
lampat	0.0833333333	0.9166666667	0
ahed	1	0	0
varddhit	1	0	0
shablit	1	0	0
shadishuda	0	1	0
uchchinn	0	1	0
bemtalab_ka	0	1	0
nona	1	0	0
nirjala	1	0	0
duvidhajnak	0	1	0
tiraskar_yogya	0	1	0
achintya	1	0	0
penchavala	0	1	0
ashvet	0.1428571429	0.8571428571	0
bajaru	0	1	0
grihit	1	0	0
namhin	0	1	0
amli	0.5	0.5	0
dravibhut	1	0	0
aslil	0	1	0
ashuchi	0	1	0
namzad	1	0	0
ittafakiya	0.7333333333	0.2666666667	0
vishvasshil	1	0	0
aklanki	1	0	0
danyan	0	1	0
kugthit	0	1	0
apujya	0	1	0
anbhimat	0	1	0
urddhva	1	0	0
naetbara	0	1	0
manmohak	0.962962963	0.037037037	0
sakht	0.0625	0.9375	0
gandala	0	1	0
alam	0	1	0
gathila	1	0	0
karnaktu	0.1428571429	0.8571428571	0
dhrit	0	1	0
kuprasiddh	0	1	0
jyeshth	1	0	0
janjaliya	0.05	0.95	0
surkharuganya	1	0	0
dharmanishth	1	0	0
hauslevala	0.8	0.2	0
amedhya	0	1	0
anindya	1	0	0
shabal	1	0	0
imanfarosh	0	1	0
shabar	1	0	0
khushmizaj	1	0	0
samanjasyahin	1	0	0
jhameliya	0.125	0.875	0
prakriti_viruddh	0	1	0
phuhad	0	1	0
audyogi	0	1	0
ulta	0	1	0
hanikar	0	1	0
befikra	0.9333333333	0.0666666667	0
ichchalu	0.6363636364	0.3636363636	0
tandarust	0.9	0.1	0
avarnit	0	1	0
nanhan	0.9090909091	0.0909090909	0
drishtivan	1	0	0
mohni	1	0	0
tukbaddh	0	1	0
hasin	0.9655172414	0.0344827586	0
ankana	0	1	0
dukhi	0	1	0
padachyut	0	1	0
hasin	0.9666666667	0.0333333333	0
asmichin	0	1	0
trasur	0	1	0
tanu	0.7142857143	0.2857142857	0
kantimay	0.9444444444	0.0555555556	0
prayatnavan	1	0	0
sarchadha	0	1	0
gunhin	0	1	0
aksham	0	1	0
vicharit	0.8	0.2	0
avishad	1	0	0
anaiso	0	1	0
masruph	1	0	0
satyabhashini	0	1	0
upagat	1	0	0
parnarhit	0	1	0
shekhimar	0	1	0
uttirn	1	0	0
dani	0.8571428571	0.1428571429	0
paji	0	1	0
ith	1	0	0
anichch	0.8571428571	0.1428571429	0
bhishan	0.05	0.95	0
abhihat	0	1	0
jali	0	1	0
munch	0.75	0.25	0
ruchikar	1	0	0
ankhi	0	1	0
suvasit	1	0	0
anuyayi	1	0	0
upekshya	0	1	0
labhkar	1	0	0
sangat	1	0	0
apavan	0	1	0
atindriya	0	1	0
sahmati_aprapt	0	1	0
lula-langada	0	1	0
katilana	0	1	0
amukt	0.15	0.85	0
achidranveshak	1	0	0
lilohi	0	1	0
udyamhin	0	1	0
rugn	0	1	0
kamina	0	1	0
purkhauti	1	0	0
guthla	0.375	0.625	0
anabhra	1	0	0
uttar_kalin	1	0	0
angahin	0	1	0
nirog	1	0	0
aprakrit	0.0357142857	0.9642857143	0
avrebdar	0	1	0
sharmasar	0	1	0
praveshya	1	0	0
vandya	1	0	0
arsik	0.1428571429	0.8571428571	0
chidranveshi	0	1	0
nirdali	0	1	0
kvanra	1	0	0
apann	0	1	0
vagairah	1	0	0
khush	1	0	0
arupit	0	1	0
vishal	1	0	0
shatmanyu	0.0909090909	0.9090909091	0
khudgarzi	0	1	0
virodhit	0	1	0
unmukt	0.5	0.5	0
nami-girami	1	0	0
alambhan	0	1	0
juari	0	1	0
gudarhit	0	1	0
arh	1	0	0
sahnaksham	1	0	0
achoh	0.02	0.98	0
arbh	0	1	0
chikkan	1	0	0
arya	0.9655172414	0.0344827586	0
ativra	0.3	0.7	0
chikkan	1	0	0
hirasan	0	1	0
nisankoch	1	0	0
pechdar	0	1	0
apratantra	1	0	0
janmasiddh	1	0	0
arthiya	0	1	0
khudgarz	0	1	0
apramanik	0	1	0
ada	0.25	0.75	0
bemja	0.0714285714	0.9285714286	0
jazbati	1	0	0
vyagra	0	1	0
amegh	1	0	0
nabalig	0	1	0
akrisht	0.6666666667	0.3333333333	0
santrast	0	1	0
vibhats	0	1	0
chittidar	1	0	0
mangalik	1	0	0
niahshabd	0	1	0
parinat	1	0	0
indriyagochar	1	0	0
pratigyat	1	0	0
nirdvandvi	1	0	0
shlil	1	0	0
apur	1	0	0
asah	0	1	0
hoshmand	1	0	0
asal	1	0	0
vishvaspatra	1	0	0
nirvikar	1	0	0
ujjhatit	0	1	0
gairmilnasar	0	1	0
prajvalak	1	0	0
asangat	0	1	0
karunik	0.9166666667	0.0833333333	0
pratipadya	1	0	0
anvaksh	1	0	0
parmeshvari	1	0	0
anabiddh	1	0	0
dharmahin	0	1	0
ahitkari	0	1	0
murid	1	0	0
jita_jagta	1	0	0
kunthit	0.5	0.5	0
atukant	1	0	0
abhinandya	1	0	0
abhramit	1	0	0
jhalli	0	1	0
anirbandh	1	0	0
abhal	0	1	0
bekhauf	0.8571428571	0.1428571429	0
randhrayukt	0	1	0
mukhvallabh	1	0	0
gaurvamai	1	0	0
anumti_prapt	1	0	0
purush-sambandhi	0	1	0
aday	0.023255814	0.976744186	0
bhayhin	0.875	0.125	0
zabanband	1	0	0
apghatak	0	1	0
umda	0.9375	0.0625	0
adal	0	1	0
amlin	1	0	0
vihval	1	0	0
milnasar	1	0	0
izzatdar	1	0	0
banyan	0	1	0
savidvesh	0	1	0
kudrati	1	0	0
vachasya	1	0	0
asambhar	1	0	0
karodkhukh	0	1	0
dangabaj	0	1	0
satkrit	1	0	0
thigna	1	0	0
anuvanshik	1	0	0
doshyukt	0	1	0
sahriday	0.8888888889	0.1111111111	0
anuchintit	0.8333333333	0.1666666667	0
uttapit	0	1	0
bigur	0	1	0
ved-viruddh	0	1	0
sugandhapurn	1	0	0
akankshak	0.8181818182	0.1818181818	0
anahat	0.9285714286	0.0714285714	0
dukhit	0	1	0
anubaddh	0.1428571429	0.8571428571	0
abhilashak	0.6	0.4	0
rikt	0	1	0
ruchikarak	1	0	0
jehnadar	1	0	0
khudgaraj	0	1	0
chuninda	1	0	0
ruchihin	0.0769230769	0.9230769231	0
datt	0	1	0
romanchit	1	0	0
tanena	0.0243902439	0.9756097561	0
vandaniya	0	1	0
agudh	1	0	0
indriyaram	0	1	0
nakchadha	0	1	0
tejhin	0.3333333333	0.6666666667	0
bephayda	0	1	0
dilavar	1	0	0
paritusht	1	0	0
nitiviruddh	0	1	0
nashebaj	0.5	0.5	0
vyavharya	1	0	0
pativanti	1	0	0
vaidh	1	0	0
anjuta	1	0	0
saga	1	0	0
aharyya	0.8888888889	0.1111111111	0
hrishtapusht	0.8333333333	0.1666666667	0
akarmath	0	1	0
akarma	0	1	0
kairav	0	1	0
kulaksh	0	1	0
avdharya	1	0	0
abhipidit	0	1	0
roghin	1	0	0
bhiga	1	0	0
riju	1	0	0
abhik	0.8148148148	0.1851851852	0
akhra	0	1	0
vachaskar	1	0	0
abhit	0.9583333333	0.0416666667	0
bhogi	0.1428571429	0.8571428571	0
khayali	0	1	0
punya_karta	1	0	0
sarpurn	1	0	0
luja	0	1	0
nirankar	0	1	0
chitt	1	0	0
anrasa	0	1	0
abhipann	0	1	0
chayan_krit	1	0	0
adatt	1	0	0
anuh	0.25	0.75	0
pratyaksh	1	0	0
pharji	0	1	0
faydamand	1	0	0
jhanjhati	0	1	0
bedhab	0	1	0
mardana	0	1	0
pritikar	1	0	0
gulam	0	1	0
asatva	0	1	0
margachyut	0	1	0
kanjus	0.0555555556	0.9444444444	0
sharirik	0	1	0
ashatit	1	0	0
adag	1	0	0
agya_palak	1	0	0
ashanvit	1	0	0
uchchitra	1	0	0
sahaj_pachya	0.2	0.8	0
bhayanak	0.25	0.75	0
uddhat	0.037037037	0.962962963	0
vidhik	1	0	0
apmargi	0	1	0
namigirami	1	0	0
amurt	0	1	0
unnat	1	0	0
prakashpurn	1	0	0
sugrahya	1	0	0
ullasi	1	0	0
tunkamijaj	0	1	0
vashikrit	0	1	0
imani	1	0	0
kinkartavya-vimudh	0	1	0
sargarm	0.8571428571	0.1428571429	0
araj	1	0	0
nirmam	0.96	0.04	0
khushgavar	1	0	0
varnahin	0	1	0
taja	0.875	0.125	0
pivar	0.8461538462	0.1538461538	0
abhrant	1	0	0
andhikrit	1	0	0
purvokt	1	0	0
avsavya	0	1	0
niahsankoch	1	0	0
dhongi	0	1	0
anik	0	1	0
ashodhit	0	1	0
anih	0.8181818182	0.1818181818	0
anith	0	1	0
nishpran	0	1	0
ladaku	0.1428571429	0.8571428571	0
ladaki	0	1	0
aruchikar	0.0769230769	0.9230769231	0
anuchan	1	0	0
papatma	0	1	0
achint	0.6	0.4	0
antya	0	1	0
mukt	0.6666666667	0.3333333333	0
daba	0	1	0
brihatkay	0.25	0.75	0
avdharyya	1	0	0
agyanpurn	0	1	0
kshudra	0	1	0
data	0.875	0.125	0
sangin	0.2	0.8	0
bemilavti	1	0	0
adhva	0	1	0
atark	0	1	0
kunvara	1	0	0
anardra	0	1	0
paband	0.1363636364	0.8636363636	0
akalpanik	0.9166666667	0.0833333333	0
akuli	0	1	0
sashangkit	0	1	0
chedhin	1	0	0
aklinn	0.8888888889	0.1111111111	0
anuyojit	0	1	0
shar	1	0	0
ujita	1	0	0
muradi	0.6666666667	0.3333333333	0
nakkata	0	1	0
upkar_karta	1	0	0
badhya	0	1	0
shad	1	0	0
vittiya	1	0	0
sadanand	1	0	0
dhavra	1	0	0
samparayik	1	0	0
anveshit	1	0	0
sasta	0	1	0
kathya	1	0	0
satkar_krit	1	0	0
sugrahi	1	0	0
dubidhahin	1	0	0
muskarata	1	0	0
asuyak	0	1	0
abhugn	1	0	0
bojhil	1	0	0
kaumaryabhanjit	0	1	0
sathi	0.3333333333	0.6666666667	0
nishpatra	0	1	0
taral	1	0	0
rasiya	0.9	0.1	0
satyapar	1	0	0
napsand	0	1	0
khokhla	0	1	0
chune-chunaye	1	0	0
phenal	0	1	0
rudra	0	1	0
anind	1	0	0
sambandhahin	0	1	0
parakrami	1	0	0
juta_hua	1	0	0
avihit	0	1	0
nikharva	1	0	0
buzdil	0	1	0
aprishodhit	0	1	0
att	1	0	0
ullasit	1	0	0
mayavadi	0	1	0
dushit	0	1	0
prabhavak	1	0	0
janmagat	1	0	0
nirjal	1	0	0
andhiyara	0	1	0
aklamand	1	0	0
dayahin	0.025	0.975	0
apramad	1	0	0
isri	1	0	0
shur	1	0	0
pastahimmat	0	1	0
bevpha	0	1	0
shabdahin	0	1	0
kshatikari	0	1	0
jagtik	0	1	0
anitipurn	0	1	0
parichalit	0	1	0
dayavan	0.8333333333	0.1666666667	0
avyast	0	1	0
asradar	1	0	0
sarhin	0	1	0
bhavhin	0.5	0.5	0
avara	0	1	0
anusandhanit	1	0	0
nirog	1	0	0
tagda	0.6666666667	0.3333333333	0
mazhabi	1	0	0
chotil	0.1111111111	0.8888888889	0
satyabhashi	1	0	0
anukrankarta	1	0	0
karmattha	0.04	0.96	0
ahladit	1	0	0
sankochhin	1	0	0
anudar	0.0476190476	0.9523809524	0
adhbaisu	1	0	0
veshyagami	0	1	0
svabhavgat	1	0	0
abhakshya	0	1	0
indriyalolup	0.0588235294	0.9411764706	0
tandurust	1	0	0
savriya	0	1	0
doshrahit	1	0	0
ayachya	1	0	0
majbur	0	1	0
sthulkay	0.25	0.75	0
chakmebaj	0	1	0
nagvar	0	1	0
nikhalis	1	0	0
lathpath	0	1	0
ayyash	0	1	0
ayachit	0	1	0
lolup	0	1	0
vidhimanya	1	0	0
bazayka	1	0	0
bujha_hua	0.25	0.75	0
satyavadi	1	0	0
pramanrahit	0.5	0.5	0
aparth	0	1	0
sahishnu	1	0	0
ayita	1	0	0
nakhush	0	1	0
tannevala	0	1	0
kirtiman	1	0	0
parimridit	0	1	0
jivat	0.9	0.1	0
andhikar	1	0	0
dveshi	0	1	0
vikat	0	1	0
sumnit	1	0	0
madironmatt	0	1	0
duahsahsi	0	1	0
khara	1	0	0
nasank	0.9523809524	0.0476190476	0
anap	1	0	0
inegine	0.7777777778	0.2222222222	0
darun	0.25	0.75	0
devta_krit	1	0	0
avlunchit	0.2	0.8	0
agopniya	0.5	0.5	0
apankil	1	0	0
pujil	1	0	0
asrakarak	1	0	0
indriyaram	0	1	0
avsrisht	0	1	0
pujit	1	0	0
purusharthi	1	0	0
grasit	0	1	0
idya	1	0	0
taklifdeh	0	1	0
nishchakshu	0	1	0
aveshagrast	1	0	0
kritarth	1	0	0
ranggadar	0	1	0
sashankit	0	1	0
amnogat	0	1	0
ujiyara	1	0	0
adag	1	0	0
daivagat	0.6666666667	0.3333333333	0
parigrahit	1	0	0
lajvab	1	0	0
sudogdhi	1	0	0
adas	1	0	0
tejomandit	0.9230769231	0.0769230769	0
mridul	0.8	0.2	0
durvyavhari	0	1	0
amardit	1	0	0
punyakarma	1	0	0
pravartit	0	1	0
chail-chabil	1	0	0
akidtamand	1	0	0
avghat	0	1	0
paitrik	1	0	0
gaphlati	0	1	0
khushal	1	0	0
amushmik	1	0	0
suramya	1	0	0
berham	0.0322580645	0.9677419355	0
vandit	1	0	0
apichya	0.9428571429	0.0571428571	0
besvad	0	1	0
nisprih	1	0	0
bhontara	0.4285714286	0.5714285714	0
madandh	0	1	0
galat	0	1	0
kumud	0	1	0
apich	1	0	0
shekhikhor	0	1	0
beja	0	1	0
amedhyayukt	0	1	0
hataya	0	1	0
papi	0	1	0
bhaunchakka	0	1	0
asvasth	0	1	0
abraniya	0	1	0
asar	0.0588235294	0.9411764706	0
karshit	0.8333333333	0.1666666667	0
avishvasniya	0	1	0
manzur	1	0	0
nitipurn	1	0	0
kashtaprad	0	1	0
tapu	0	1	0
kanuni	1	0	0
apshisht	0	1	0
ashlaghya	0	1	0
amohi	1	0	0
sulaksh	1	0	0
parvash	0	1	0
abhishankit	0	1	0
mahachand	0	1	0
jayaz	1	0	0
aguru	0	1	0
archit	0.9285714286	0.0714285714	0
astitvahin	0	1	0
avistrit	0.1	0.9	0
ashit	0	1	0
bhramrahit	1	0	0
mukavvi	1	0	0
suchitt	0.8823529412	0.1176470588	0
mayus	0	1	0
sanvariya	0	1	0
nirdaliya	0	1	0
shablak	1	0	0
ughadi	0.875	0.125	0
subodh	1	0	0
alubdh	1	0	0
avghatit	0	1	0
hrisht-pusht	0.8	0.2	0
chichla	0.8333333333	0.1666666667	0
anuvarti	1	0	0
amlan	1	0	0
vishvakadru	0	1	0
ashanvit	1	0	0
achita	0.7647058824	0.2352941176	0
dussah	0	1	0
balvan	1	0	0
kabir	1	0	0
uchchvasit	1	0	0
zich	0	1	0
bhayakul	0	1	0
jaykedar	1	0	0
abhyarthi	1	0	0
algaraj	0.8888888889	0.1111111111	0
abhivandaniya	1	0	0
auvval	1	0	0
badbudar	0	1	0
prasiddh	1	0	0
aprabh	0.1	0.9	0
karunavihin	0.0238095238	0.9761904762	0
lajij	1	0	0
barkhast	0	1	0
devta-krit	1	0	0
tabedar	0.8333333333	0.1666666667	0
patra	1	0	0
maila	0	1	0
nirdvandva	0.875	0.125	0
abhivandya	1	0	0
mannathi	0.0666666667	0.9333333333	0
ekodar	1	0	0
vishvasi	1	0	0
adarmatma	0	1	0
sphutit	1	0	0
anindaniya	1	0	0
pahla	1	0	0
dukhdai	0	1	0
anumat	1	0	0
chamkila	1	0	0
achadm	1	0	0
beprava	0.8333333333	0.1666666667	0
dhundhiyala	0	1	0
niramay	1	0	0
varnit	1	0	0
vimal	1	0	0
bedhanga	0	1	0
patthar_nirmit	0	1	0
chandika	0	1	0
surbhit	1	0	0
agun	0	1	0
lipibaddh	1	0	0
nishkalank	1	0	0
ghungharala	0	1	0
khvahishmand	0.7142857143	0.2857142857	0
khushdil	1	0	0
bhakshit	0.1666666667	0.8333333333	0
devkiya	1	0	0
dan_karta	0.8888888889	0.1111111111	0
achyit	0	1	0
anupyogi	0	1	0
tatvashunya	0	1	0
achkshu	0	1	0
aban	0	1	0
aprishrami	0	1	0
jholdar	1	0	0
ullangghaniya	0	1	0
namdar	1	0	0
mudit	1	0	0
arthik	1	0	0
banchi	0.8095238095	0.1904761905	0
arthit	0	1	0
dubra	0	1	0
yatnarhit	0	1	0
vahak	1	0	0
namunasib	0	1	0
abhiramya	0.96875	0.03125	0
dravit	1	0	0
ansuya	1	0	0
ansun	0	1	0
avdera	0	1	0
ullasit	1	0	0
vivarn	0	1	0
chidrarhit	1	0	0
durgandhit	0	1	0
kritrim	0	1	0
prayasi	1	0	0
jich	0	1	0
daraiya	0	1	0
prabhavshali	1	0	0
vyapi	0	1	0
shunya	0	1	0
betkalluph	1	0	0
teliya	1	0	0
kam-kaji	1	0	0
bojhail	1	0	0
belihaz	0	1	0
pramanik	1	0	0
vyadhihin	1	0	0
matimant	1	0	0
uttravarti	1	0	0
jalhin	1	0	0
apaksh	0	1	0
akarmanya	0	1	0
chaynit	1	0	0
asatyavadi	0	1	0
lavniya	1	0	0
viruddharthi	0	1	0
nirlobh	1	0	0
prashansit	1	0	0
masla	0	1	0
arog	1	0	0
tathyahin	0	1	0
kathniya	1	0	0
bahumulya	1	0	0
nirogi	1	0	0
rand	0	1	0
kirttivant	1	0	0
pujita	0	1	0
vidveshi	0	1	0
virat	1	0	0
kayar	0	1	0
vaman	1	0	0
vamal	0	1	0
kapolkalpit	0	1	0
duniyavi	0	1	0
uprokt	1	0	0
gairmilnasar	0	1	0
laukik	0	1	0
dirghakay	1	0	0
nanha-munna	0.875	0.125	0
namkin	1	0	0
ruksh	0	1	0
antaahshalya	0	1	0
khaya_hua	0.6666666667	0.3333333333	0
haibtanak	0	1	0
niahshangk	0.95	0.05	0
surila	0.875	0.125	0
parivardhit	1	0	0
adiyal	0	1	0
janleva	0	1	0
mala	0	1	0
grahya	1	0	0
chintamukt	0.8333333333	0.1666666667	0
dushpachya	0.9	0.1	0
angikarya	1	0	0
papkarmi	0	1	0
mantramugdh	0.75	0.25	0
socha_samjha	0.8571428571	0.1428571429	0
sakar	1	0	0
ojhin	0.1428571429	0.8571428571	0
kughat	0	1	0
abiddh	1	0	0
nirvayav	0	1	0
sudogh	0.9333333333	0.0666666667	0
pas	1	0	0
adhyatma_gyani	1	0	0
rogi	0	1	0
pak	1	0	0
dikhaua	0.5	0.5	0
ahraniya	1	0	0
bagi	0	1	0
arunar	1	0	0
nafis	0.962962963	0.037037037	0
ranga_hua	0	1	0
madyonmatt	0	1	0
gaurvapurn	1	0	0
sudhmana	1	0	0
amurttiman	0	1	0
punyavan	1	0	0
apratishth	0	1	0
utpatit	0	1	0
ajutha	1	0	0
atla	0	1	0
utra_hua	0	1	0
pirak	0	1	0
parit	1	0	0
santusht	1	0	0
ihag	1	0	0
almast	0.3333333333	0.6666666667	0
hattakatta	0.75	0.25	0
vridit	0	1	0
ataul	1	0	0
asvadisht	0	1	0
sharminda	0	1	0
phika	0	1	0
pranantak	0	1	0
paddalit	0	1	0
anagamya	0	1	0
chalmay	0	1	0
sugandhit	1	0	0
kantaki	0.875	0.125	0
sahnashil	1	0	0
tedha-medha	0	1	0
mahatvapurn	1	0	0
prakritik	0.9473684211	0.0526315789	0
daravna	0	1	0
ghatiya	0	1	0
apguni	0	1	0
anbhilasi	0.8	0.2	0
devkrit	1	0	0
praphulla	1	0	0
bahadur	1	0	0
ashramhin	0	1	0
suhangam	1	0	0
suhagini	1	0	0
sahodar	1	0	0
langhaniya	0	1	0
ujjal	1	0	0
durgam	0	1	0
aplat	1	0	0
kukhyat	0	1	0
anugrahak	0.9	0.1	0
abhuktabhogi	1	0	0
duahkhi	0	1	0
ashil	0	1	0
aklit	1	0	0
naraz	0	1	0
chayit	1	0	0
akankshahin	0.6666666667	0.3333333333	0
tam	0	1	0
uddip	1	0	0
ashukopi	0	1	0
gunit	0	1	0
prabhahin	0.125	0.875	0
vayvik	0	1	0
apravash	0	1	0
tathyatmak	1	0	0
ayachit	1	0	0
itminani	1	0	0
hairan	0	1	0
parimarjit	1	0	0
adharmik	0	1	0
asatkrit	0	1	0
abhilasharhit	0.1333333333	0.8666666667	0
abhikranti	1	0	0
udhvat	0	1	0
boddhya	1	0	0
manchaha	1	0	0
bephikra	0.9	0.1	0
jadatvayukt	0	1	0
mazedar	1	0	0
randibaz	0	1	0
napsandida	0	1	0
anitigya	0	1	0
lamba_chauda	0.1428571429	0.8571428571	0
anbhilashi	0.2068965517	0.7931034483	0
sayan	1	0	0
tamhaya	0	1	0
nukta-chin	0	1	0
hara	1	0	0
totachashm	0	1	0
vijyabhilashi	0	1	0
klisht	0	1	0
chandi	0	1	0
nisankochi	1	0	0
gumrah	0	1	0
nigura	0	1	0
avaidh	0	1	0
sadkachap	0	1	0
dharmapti	1	0	0
prayatnashil	1	0	0
phel	0	1	0
aklankit	1	0	0
svadhin	1	0	0
karmath	1	0	0
ghrinit	0	1	0
